169  19.791568279819
171  16.096397107981
173  14.280483050915
173  14.356791289588
175  14.303453503721
179  13.433226488778
181  13.202521247036
195  13.3448345672
199  15.204647692796
201  14.247423054965
201  14.4441927501
207  13.85158145216
213  13.278081565562
219  12.785961032092
227  11.918785069216
237  10.957976554496
247  10.126673200823
257  9.200072067777
263  8.8642313597174
271  8.395746981198
285  7.9222785656104
295  7.2856420457156
303  6.9024080266397
313  6.4616640221821
329  6.018099012006
341  5.609164010929
353  5.2272068844204
370  4.8792564953944
392  4.5581546635112
412  4.2819710020603
428  3.95829795902
444  3.7339371491213
466  3.5212635574266
496  3.2072838111736
516  3.0317922375648
546  2.8287158243113
568  2.6583834279902
596  2.4757666690126
638  2.2947256176968
658  2.1416891359658
680  1.9959062560771
706  1.8666576011249
730  1.7472044820988
762  1.6172883417259
784  1.5237541377944
806  1.4263278503137
844  1.3360942000371
872  1.2382250898991
934  1.156924369091
976  1.0679729825189
1019  0.98910459528936
1057  0.89216638483611
1133  0.76598538000115
1233  0.69487543973703
