169  19.791568279819
173  16.087676808966
177  14.253471856802
181  12.823174330018
189  11.569412249406
201  10.726222526734
225  9.443398944571
249  8.5656989960442
273  7.8257699823724
297  7.2306057969897
321  6.7331486315469
345  6.3569945570389
357  6.1607843114193
373  5.9042101436134
389  5.6829226112874
413  5.2700690792499
441  4.9461520674445
461  4.6888083252328
485  4.4382511105773
513  4.1074453922293
549  3.8064282155689
585  3.5696824952376
609  3.365530250664
641  3.1009957305156
665  2.9317176507676
697  2.7330923428603
725  2.55670350193
757  2.3913395568
789  2.240498434744
845  2.0652713768409
889  1.9397822380485
929  1.8042086942918
1001  1.6823382230087
1045  1.5751815452966
1089  1.4879167101659
1157  1.3824981518963
1233  1.2836075991141
1325  1.2056344369981
1401  1.1186631956675
1481  1.0434014059549
1569  0.97959211604021
1685  0.91314907378386
1833  0.84910737972798
1957  0.79429378337716
2073  0.74314412141737
